"last_name, first_name",player_id,year,player_age,p_game,p_formatted_ip,pa,k_percent,bb_percent,xba,xslg,woba,xwoba,solidcontact_percent,poorlyweak_percent,hard_hit_percent,whiff_percent,swing_percent,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,pitch_hand,n,n_ff_formatted,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,ff_avg_break,ff_range_speed,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,sl_avg_break,sl_range_speed,n_ch_formatted,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,ch_avg_break,ch_range_speed,n_cu_formatted,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,cu_avg_break,cu_range_speed,n_si_formatted,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,si_avg_break,si_range_speed,n_fc_formatted,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,fc_avg_break,fc_range_speed,n_fs_formatted,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z,fs_avg_break,fs_range_speed,n_kn_formatted,kn_avg_speed,kn_avg_spin,kn_avg_break_x,kn_avg_break_z,kn_avg_break,kn_range_speed,n_st_formatted,st_avg_speed,st_avg_spin,st_avg_break_x,st_avg_break_z,st_avg_break,st_range_speed,n_sv_formatted,sv_avg_speed,sv_avg_spin,sv_avg_break_x,sv_avg_break_z,sv_avg_break,sv_range_speed,n_fo_formatted,fo_avg_speed,fo_avg_spin,fo_avg_break_x,fo_avg_break_z,fo_avg_break,fo_range_speed,n_sc_formatted,sc_avg_speed,sc_avg_spin,sc_avg_break_x,sc_avg_break_z,sc_avg_break,sc_range_speed
"Hjelle, Sean",663546,2023,26,15,29,139,22.3,9.4,0.263,0.39,0.372,0.328,2.2,6.6,41.8,22.3,44.4,53.8,13.2,28.6,4.4,R,516,0.2,95.1,2006,-11.3,-25.7,11.9,,,,,,,,,3.7,89.6,1764,-15.4,-32.5,15.8,1.4,43.2,85.6,1894,1.9,-40.3,4.6,1.4,52.9,94.8,2106,-17.2,-25.8,17.9,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adam, Jason",592094,2023,31,56,54.1,222,31.1,9,0.217,0.403,0.283,0.32,7.3,4.8,39.5,34.4,45.9,41.9,29.8,17.7,10.5,R,906,33.4,94.6,2625,-7.4,-12.6,19.6,1.4,1.3,83.8,2539,4.1,-40.7,4.9,1.4,35.2,89.6,2258,-16.1,-30.7,16.7,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,79,2701,20.4,-46.8,20.7,1.5,,,,,,,,,,,,,,,,,,,,,
"Lively, Ben",594902,2023,31,19,88.2,383,20.6,6.5,0.269,0.474,0.348,0.342,6.2,4,36.2,20.7,45.4,39.1,26.4,28.6,5.8,R,1383,32.1,90.6,2004,-6.8,-18.6,16.3,1.4,1.2,82,1996,3.9,-31.3,10.2,1.4,10.2,84.4,1657,-15.4,-31.1,17.1,1.3,6.6,76.3,1974,9.4,-52.8,11.2,1.4,21.9,91.5,1959,-14.1,-21.9,17.8,1.4,4.9,88.1,1983,-0.5,-24.3,11,1.4,,,,,,,,,,,,,,,23.1,80,1990,11,-39.4,11.9,1.4,,,,,,,,,,,,,,,,,,,,,
"Voth, Austin",608723,2023,31,25,34.2,160,21.3,9.4,0.241,0.39,0.352,0.313,6.5,5.6,35.2,24,47.8,34.3,26.9,28.7,10.2,R,662,44,93.2,2329,-6.5,-14.7,18.2,1,,,,,,,,,,,,,,,28.9,77.3,2926,16.5,-55.6,19.1,1.3,,,,,,,,11.2,89,2440,3,-27.3,8,1.3,,,,,,,,,,,,,,,16,82.9,2779,13.3,-35.1,14.5,1.4,,,,,,,,,,,,,,,,,,,,,
"Jackson, Andre",656578,2023,27,19,61.1,257,22.2,8.6,0.27,0.477,0.31,0.352,6.8,1.7,44.3,24.4,48.3,36.9,29,26.1,8,R,1001,44.6,94.9,2268,-8.9,-13.3,19.3,1.2,17,87.1,2295,3.8,-31.5,6.2,1.2,32,86.9,1766,-13.6,-28.6,15.9,1.2,6.5,81.5,2230,6.5,-57.2,17.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Baumann, Mike",657508,2023,27,60,64.2,273,22.3,12.1,0.259,0.458,0.303,0.352,6.8,3.4,45.8,25,48.3,42.9,30.5,22.6,4,R,1071,51.4,96.4,2232,-8.1,-12.2,19.3,1.4,20.8,91.7,2265,1.3,-25.6,7.5,1.8,2.4,88.7,2021,-15.7,-24.7,18.9,1.5,25.4,87.4,2366,1.6,-43.5,8.1,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gaddis, Hunter",683769,2023,25,11,42,182,13.2,7.7,0.233,0.391,0.331,0.305,10,2.9,35,17.1,47.8,27.1,35,21.4,16.4,R,685,39.9,93.4,2200,-6.4,-15,17.7,1.4,31.7,85.3,2263,6.4,-35,7.3,1.6,18.2,81.2,1972,-15,-29.4,19.5,1.9,6.6,75.5,2455,10.6,-62,17.3,1.8,,,,,,,,3.6,89,2277,1.4,-22,12.5,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sandlin, Nick",680704,2023,26,61,60,239,27.6,10,0.215,0.406,0.284,0.306,6.1,10.2,40.1,32,46.5,42.2,32,16.3,9.5,R,1007,27.3,92.1,2318,-12.3,-21.4,16.5,1,49.7,79.1,2601,9.9,-36.8,12.4,1.4,,,,,,,,,,,,,,,18.7,92.4,2153,-16.1,-30.3,16.4,1.2,,,,,,,,4.4,85.9,1515,-11.6,-39.9,12.3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stanek, Ryne",592773,2023,31,55,50.2,213,23.9,9.9,0.222,0.403,0.3,0.31,11.4,0.7,44.3,30.7,52.4,30.7,37.9,22.9,8.6,R,864,64.2,98.2,2346,-9.5,-10.5,20.6,1,17.6,88.6,2486,2.6,-35.3,3.7,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,89.2,1058,-12.1,-29.2,13.5,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kahnle, Tommy",592454,2023,33,42,40.2,165,29.1,11.5,0.184,0.294,0.272,0.263,7.2,3.1,22.7,35.2,45.3,49.5,26.8,17.5,6.2,R,685,16.6,95.3,2157,-5.4,-14.8,16.4,1.4,2.3,85,2263,4.8,-37,5.1,1.5,75.6,88.8,1333,-12.7,-32.3,13.2,1.4,,,,,,,,5.4,94.3,2093,-15.7,-18.2,20.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miller, Mason",695243,2023,24,10,33.1,139,27.3,11.5,0.185,0.303,0.28,0.277,7.3,4.9,34.1,26.2,46.3,25.6,34.1,25.6,14.6,R,609,55.5,98.3,2380,-7.7,-11,19.2,1.6,23.8,85.8,2301,8.4,-39.2,8.9,1.5,4.9,90.3,1811,-13,-27.9,14.4,1.5,,,,,,,,,,,,,,,15.8,94.1,2397,1.9,-22.3,9,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Velasquez, Vince",592826,2023,31,8,37.1,162,22.8,8.6,0.249,0.394,0.305,0.313,10,5.5,39.1,27.2,46.9,31.8,31.8,27.3,9.1,R,650,41.5,93.2,2471,-3.2,-13.8,18.1,1.2,44.6,83.2,2508,7.9,-37.4,8.9,2,12.5,88.6,1592,-11.7,-28.1,13.6,1.4,0.3,80.6,2549,5.1,-47.6,7.4,1.5,1.1,92.9,2322,-15,-20.4,19.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Abbott, Cory",676265,2023,27,22,39.1,184,21.7,10.9,0.258,0.44,0.388,0.347,5,3.3,43.3,26.1,47.9,39.2,26.7,29.2,5,R,703,45.9,92.3,2317,-9.8,-15.4,19.6,1,6.8,87,2165,-8.9,-31.6,10.4,1.3,,,,,,,,47.2,84.7,2369,3,-45.4,8.3,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palencia, Daniel",694037,2023,23,27,28.1,119,27.7,11.8,0.224,0.359,0.303,0.31,11.4,4.3,47.1,30.8,48,37.1,18.6,30,14.3,R,494,66,98.4,2348,-9.9,-12,19.1,1.4,27.7,89.6,2113,3.4,-30.9,5,1.5,1.2,87.2,1644,-12.5,-26.2,16,1.5,3.8,84,2111,3.2,-39.7,4.1,1.5,1.2,98.8,2362,-15.1,-13.5,21.2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pallante, Andre",669467,2023,24,62,68,302,14.2,9.9,0.26,0.358,0.341,0.314,4.4,3.1,41.6,18.2,45.3,77,7.1,15,0.9,R,1139,66.5,96.1,2236,-2.8,-20.6,9.6,1.2,17.5,87.5,2415,4.1,-38.7,5.9,2.1,,,,,,,,13.4,76.9,2885,5.9,-66.9,20.7,1.6,2.6,96.2,2140,-10.7,-17.8,16.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Heaney, Andrew",571760,2023,32,34,147.1,641,23.6,9.4,0.24,0.429,0.335,0.327,6,2.6,38.6,26.4,48.2,41.9,31,21.4,5.7,L,2603,57.9,92.5,2413,15.9,-18.3,21.2,1.2,25.2,82,2530,-5.7,-40.9,6.8,1.7,16.9,84,2117,17.7,-33,18.8,1.2,0,74.4,2394,-9.9,-53.6,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasmussen, Drew",656876,2023,27,8,44.2,177,26.6,6.2,0.226,0.322,0.253,0.265,3.4,5.9,32.2,23.7,50.1,53.4,15.3,22.9,8.5,R,674,29.5,95.7,2517,-0.1,-12.4,17.7,1.2,,,,,,,,,,,,,,,7.3,80,2714,4.6,-58.8,16.4,1.4,12.2,95.1,2408,-13.4,-16.2,19.6,1.2,35.9,88.2,2722,3.2,-35.7,4,1.4,,,,,,,,,,,,,,,15.1,84.5,2692,14.6,-42.1,15.3,1.6,,,,,,,,,,,,,,,,,,,,,
"Okert, Steven",595345,2023,31,64,58.2,247,29.6,9.7,0.218,0.393,0.319,0.304,6.8,6.1,34.5,30.5,47.6,26.4,33.8,29.1,10.8,L,1019,38.6,93.8,2237,8.9,-16.5,17.3,1.1,61.3,81.9,2530,-10.2,-35.5,12.1,1.4,,,,,,,,,,,,,,,0.1,94.2,2174,15.8,-15,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rosenberg, Kenny",670046,2023,27,7,33,146,19.9,9.6,0.23,0.357,0.321,0.293,6.9,2.9,30.4,23.3,47.3,44.1,24.5,20.6,10.8,L,543,43.1,90.7,2174,8.5,-15.5,20,1.2,1.3,78.7,2281,-10.6,-47.4,11.4,1.7,37.6,80.6,1545,10,-31.1,15.2,2,6.6,77.4,2498,-2.9,-57.3,11.9,2.1,,,,,,,,11.4,83.6,2300,-2.8,-38.4,4.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adon, Joan",672851,2023,24,12,51.2,240,20,10,0.278,0.48,0.361,0.358,7.3,6.1,48.5,21.8,47.6,38.2,26.1,28.5,7.3,R,924,39.5,94.5,2220,-9.2,-16.9,16.5,1.3,11.3,87.3,2144,3.3,-29.7,7.3,1.6,15.2,88.1,2022,-15.9,-30.7,16.7,1.4,20.5,80.8,2414,6.6,-49.2,10.2,1.5,13.6,94.2,2192,-15.1,-19.9,18.7,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Davis, Noah",663562,2023,26,8,30,146,17.8,10.3,0.255,0.396,0.412,0.335,8.9,3,38.6,19.8,47.1,47.5,21.8,21.8,8.9,R,601,1.7,91,2320,-8.1,-22.4,13.4,1.5,14.3,83.8,2217,4.7,-33,8.3,1.4,9.2,84.7,1881,-15.9,-34.1,16.7,1.5,7.5,78.4,2724,14.4,-52.9,16.9,1.6,50.4,93.5,2163,-15.2,-22.3,17.8,1.1,17,88.3,2270,1.3,-27.6,7.7,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wentz, Joey",666214,2023,25,25,105.2,492,19.9,9.6,0.276,0.502,0.38,0.363,4.9,2,41.5,25.2,47.8,36.9,29.1,24.2,9.8,L,1930,41.6,93.4,2222,12.1,-16.1,19.7,1.2,,,,,,,,17.5,85,2107,16.4,-27.2,19.7,1.6,15.8,77.5,2489,-8.9,-57.3,14.8,1.4,,,,,,,,25.1,86,2364,-1.4,-30.8,6.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stone, Gavin",694813,2023,24,8,31,152,14.5,8.6,0.313,0.502,0.423,0.379,8.7,7,37.4,30.9,50.8,47,21.7,27,4.3,R,547,28,94,2143,-8,-14.9,18.1,1.5,6.4,85.8,2165,6.6,-37.3,7.2,1.4,34.2,85.8,1533,-14,-31.3,15.4,1.5,0.4,79.5,2287,3.3,-53.1,10.5,1.5,14.3,94.6,2055,-14.6,-18.5,18.9,1.3,16.8,90.5,2393,2.9,-25,9.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blanco, Ronel",669854,2023,29,17,52,226,23,12.4,0.245,0.445,0.352,0.345,3.5,3.5,34.7,33,51.2,34.7,34.7,26.4,4.2,R,905,40.2,94.5,2267,-7.3,-12,20.4,1.3,48.6,88,2149,1.9,-26.9,8.8,1.4,9,85.5,1431,-13,-30.7,15.5,1.5,2.2,80,2211,10.2,-45.6,11.1,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quintana, Jose",500779,2023,34,13,75.2,319,18.8,7.5,0.275,0.424,0.297,0.327,4.3,4.7,32.5,21.6,45.5,41.9,26.5,26.5,5.1,L,1229,24.2,90.2,2083,2.8,-17.8,16.2,1.1,,,,,,,,18.1,85.8,1319,13.2,-30.6,15,1.2,20.5,77.1,2255,-7.4,-54.2,11.1,1.1,32.3,90.4,2083,13.3,-20.2,19,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,77.7,2263,-12.6,-45.9,12.8,1.3,,,,,,,,,,,,,,
"Francis, Bowden",670102,2023,27,20,36.1,136,25.7,5.9,0.221,0.402,0.238,0.297,8.7,5.4,41.3,23.2,49.5,35.9,34.8,21.7,7.6,R,539,51.6,94.4,2467,-7.3,-12.9,19.5,1.3,14.5,85,2593,5.3,-34.4,6.7,1.5,,,,,,,,34,74.3,2611,16.2,-61.2,19.6,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Almonte, Yency",622075,2023,29,49,48,207,23.7,11.1,0.248,0.377,0.314,0.32,4.6,4.6,31.3,30.2,43,42.7,27.5,22.9,6.9,R,800,16.1,96,2210,-8.6,-15,17.1,1.2,,,,,,,,6.5,88.9,1873,-17.1,-29.8,18,1.8,,,,,,,,26.5,95.8,2186,-17.7,-22.3,19.3,1,0.8,92.8,2336,0,-20.7,11.4,1.4,,,,,,,,,,,,,,,50.1,83.1,2555,13.2,-35.4,14.3,1.8,,,,,,,,,,,,,,,,,,,,,
"Nardi, Andrew",677053,2023,24,63,57.1,237,30.8,8.9,0.19,0.304,0.289,0.259,2.9,5.8,27.3,28.5,50.6,45.3,24.5,20.9,9.4,L,958,61.3,94.6,2276,4.6,-14.1,17.3,1.3,37.8,82.7,2402,-14.7,-38,15.1,1.5,0.9,90,1774,15.9,-23.8,19,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hand, Brad",543272,2023,33,60,53.2,236,25,9.3,0.257,0.401,0.344,0.329,4.7,6.7,37.3,22.3,44.9,39.3,21.3,32.7,6.7,L,969,33.2,92.6,2308,11.2,-19.6,16.7,1.2,,,,,,,,,,,,,,,,,,,,,,16.9,92.7,2204,15.6,-23.5,17.7,1.1,,,,,,,,,,,,,,,,,,,,,,49.8,81,2394,-14.3,-41.8,14.5,1,,,,,,,,,,,,,,,,,,,,,
"Smeltzer, Devin",656970,2023,27,9,22.1,100,16,4,0.31,0.605,0.413,0.409,11.8,2.6,47.4,19.3,47.4,35.5,32.9,23.7,7.9,L,361,41,89,2195,11.6,-19.5,19.3,1.3,,,,,,,,27.7,82.5,1517,12.9,-38.9,13,1.4,15,74.6,2555,-13.5,-61,17.8,1.5,,,,,,,,5,83.6,2088,-2.6,-30.8,9.5,1.4,,,,,,,,,,,,,,,11.4,77.7,2480,-14.6,-46.1,15,1.8,,,,,,,,,,,,,,,,,,,,,
"Plesac, Zach",668676,2023,28,5,21.1,105,13.3,4.8,0.304,0.494,0.418,0.355,8.1,2.3,43,19.4,54.3,52.3,18.6,24.4,4.7,R,370,39.7,91,2062,-9.3,-15,20.4,1.3,40.8,84.7,2105,0.3,-30.7,7.5,1.4,15.4,83.6,1542,-11.2,-26.4,17.1,1.3,4.1,78.8,2057,0.1,-46.8,3.4,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lambert, Jimmy",669424,2023,28,35,37.2,172,23.8,11.6,0.275,0.487,0.385,0.362,6.4,4.5,46.4,27.1,45.2,34.5,28.2,27.3,10,R,677,43.6,94,2250,-7.3,-13,19.6,1.3,30.4,85.6,2491,2.4,-36.5,3.9,2.1,10.2,85.5,1554,-14.7,-30.4,16.5,1.2,15.8,76.1,2647,5.8,-66.1,19.4,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kelly, Joe",523260,2023,35,42,39.1,168,35.7,10.7,0.185,0.299,0.279,0.264,6.8,10.2,36.4,31.4,43.8,58,18.2,23.9,0,R,712,15.9,99,2284,-12.5,-14.4,18.6,1.2,25.8,91.6,2841,6.3,-33.2,6.9,1.7,10.7,89.2,2082,-18.1,-28,19.3,1.7,17,89.4,2940,5,-42.4,9.9,1.5,30.6,98.9,2227,-17.3,-20.2,19.1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montgomery, Jordan",656756,2023,30,32,188.2,777,21.4,6.2,0.253,0.408,0.298,0.308,5.7,4.5,37.9,25.9,47.6,43.8,23.6,27,5.5,L,2920,10.6,93.4,2343,6.1,-15.6,17,1,,,,,,,,23,83.5,1675,9.2,-26.3,16,1.2,22.2,80.5,2356,-3,-48.7,7.4,1.2,42.6,93.3,2199,15.4,-20.9,18.7,1.2,1.6,88.2,2375,-2.6,-28,7.7,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seabold, Connor",657756,2023,27,27,87.1,408,16.4,6.9,0.273,0.473,0.393,0.345,7.8,6.2,40.5,21.5,50.3,34,32,26.5,7.5,R,1562,54.4,92.6,2096,-9.4,-18.6,16.3,1.2,30.5,85.3,2403,2.4,-34.1,4.4,1.4,13.3,80.6,1895,-13.2,-39.4,13.7,1.6,1.8,78.7,2589,4.6,-51.3,8.8,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boyd, Matthew",571510,2023,32,15,71,303,24.1,8.3,0.244,0.419,0.322,0.317,6.9,4.4,36,30.8,49.7,38.9,31,22.2,7.9,L,1178,38.6,91.4,2503,11,-17.8,18.7,1.4,28.4,79.6,2438,-5,-44.7,5.8,1.7,18.7,80.2,1890,13.8,-37.6,15.2,1.4,7.4,73.8,2572,-17.2,-60.6,19.8,1.5,7,90.8,2436,16.5,-25.8,18.3,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cecconi, Slade",677944,2023,24,7,27,111,18,3.6,0.26,0.492,0.325,0.334,5.9,4.7,47.1,18.3,48.3,38.8,34.1,22.4,4.7,R,418,58.6,94.1,2295,-12.8,-16.6,19.3,1.5,27,83,2438,3.4,-43,5.1,2,1.4,81.7,1941,-15.8,-34.9,17.2,1.6,9.8,73.2,2384,11.9,-62.6,16.4,2.1,,,,,,,,,,,,,,,3.1,80.8,1112,-9.3,-35.3,11.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wicks, Jordan",696136,2023,23,7,34.2,147,16.3,7.5,0.253,0.403,0.317,0.311,4.5,6.3,33,23.3,46.3,50,21.4,25,3.6,L,583,28.5,92.1,2283,4.6,-16.4,16.5,1.3,4.1,82,2710,-10.8,-42.1,11.2,1.4,29.7,81.3,1498,11.6,-35.7,13.1,1,8.4,78.2,2845,-7.2,-57.8,15.1,1.4,19.6,91.3,2134,13.8,-22.7,17.1,1.3,9.8,89,2323,0.9,-26.9,7.9,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ragans, Cole",666142,2023,25,29,96,392,28.8,10.5,0.212,0.331,0.266,0.283,5.5,3.8,36.9,30.9,49.4,44.5,26.3,24.2,5.1,L,1586,40.1,96.5,2481,12.4,-13.4,20.4,1.6,10.4,86.6,2567,-2,-36,3.2,2.4,23.7,86.6,2057,15.6,-25.9,19,1.3,12.4,81.8,2478,-10.3,-52.5,15.6,1.7,,,,,,,,13.4,91.8,2521,2.1,-26.2,6.9,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Winans, Allan",642216,2023,27,6,32.1,141,24.1,5.7,0.264,0.413,0.344,0.318,8.2,1,39.2,25.2,47.6,45.4,26.8,20.6,7.2,R,534,22.5,90,2173,-9.9,-19.9,17.1,0.9,24.5,78.8,2595,13.6,-47.8,14.4,1.3,27.7,82.9,1846,-14.7,-37.6,15.3,1.1,,,,,,,,25.3,89.6,2122,-16.4,-26.8,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Uribe, Abner",682842,2023,23,32,30.2,127,30.7,15.7,0.198,0.281,0.238,0.29,0,4.5,43.3,32.9,40.5,53.7,19.4,22.4,4.5,R,518,6.8,100.7,2249,-6.1,-14.8,13.8,1.4,32.2,89.4,2648,8.6,-32.2,9.6,1.3,,,,,,,,,,,,,,,61,99.4,2173,-13.9,-21.4,15.5,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Garcia, Luis",677651,2023,26,6,27,115,27,8.7,0.238,0.393,0.322,0.309,6.8,5.5,32.9,31,49.9,27.4,24.7,32.9,15.1,R,465,31,92.7,2413,-9.3,-14.1,20.3,1.3,12.5,78.4,2529,15.3,-43,15.6,1.5,5.8,84.4,2087,-16.2,-28.2,19.4,1.4,7.5,76.2,2605,6.6,-57.2,12.1,1.5,,,,,,,,43.2,85.3,2329,3.9,-30.1,8.8,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rogers, Tyler",643511,2023,32,68,74,309,19.4,6.1,0.22,0.307,0.284,0.257,5.3,8.4,27.6,22.4,51.2,53.3,20.9,17.8,8,R,1124,,,,,,,,48.8,72.9,2330,10.2,-36.2,19.2,1.1,,,,,,,,,,,,,,,51.2,82.8,1926,0,-52.2,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"García, Yimi",554340,2023,32,73,66,282,28,5.3,0.236,0.364,0.312,0.289,6.6,9.3,35.2,31.3,48.2,47.3,20.9,24.7,7.1,R,1100,33.1,96,2506,-10.6,-15.9,17.6,1.5,10.7,89.9,2556,3.3,-27,8.5,1.8,7.3,88.5,2042,-18.4,-30.1,19.2,1.3,32.7,83.6,2805,12.2,-41.7,12.8,1.8,15.8,95.5,2324,-17.7,-22.6,19.4,1.3,,,,,,,,,,,,,,,,,,,,,,0.4,83.4,2787,16.3,-33.3,17.6,1.5,,,,,,,,,,,,,,,,,,,,,
"Miley, Wade",489119,2023,36,23,120.1,490,16.1,7.8,0.254,0.418,0.293,0.32,4.6,5.2,31.3,18.8,45.1,47.4,26.2,18.5,7.9,L,1873,19.5,90.4,2175,3,-16.9,16.9,1.8,4.9,79.1,2360,-12.2,-41.9,12.7,1.4,24.6,83.7,1812,15.5,-31.7,17.3,1.4,2.2,75.8,2437,-8.7,-57.3,13.7,1.6,4.6,90.7,2095,13.6,-21.9,17.8,1.5,44.3,87.1,2224,-3,-28.1,8.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cease, Dylan",656302,2023,27,33,177,784,27.3,10.1,0.241,0.381,0.321,0.313,6.9,2.5,41.6,31,46.3,36.8,27.2,27.9,8.1,R,3262,43.2,95.6,2519,-3.2,-11.2,19.2,1.2,38.6,86.3,2795,2.5,-34.7,3.9,1.6,3,74.6,1678,-7,-33.3,17.4,3.2,15.2,80.2,2641,3.6,-58.5,16.3,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marinaccio, Ron",676760,2023,27,45,47.1,205,27.3,13.2,0.203,0.367,0.315,0.321,7.9,7.9,36.8,28.2,46.8,39.5,31.6,22.8,6.1,R,893,51.6,93.8,2269,-12.1,-14.6,20.7,1.1,,,,,,,,37.2,82.9,1965,-16.3,-38.3,16.7,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,81.4,2347,10.8,-36,12.7,1.9,,,,,,,,,,,,,,,,,,,,,
"DeSclafani, Anthony",543101,2023,33,19,99.2,419,18.9,4.8,0.286,0.486,0.328,0.346,7.9,6.7,45.1,20,46.7,42.2,24.4,27.3,6,R,1549,12.5,93.2,2260,-10.3,-15.8,18.9,1.3,44.8,87.4,2159,4,-29.2,8,1.4,9.8,86.4,1577,-15.5,-33,16.1,1.5,5.1,82.2,2075,9.7,-45.9,11.4,1.6,27.8,93.1,2127,-16.1,-21.3,19.2,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Curry, Xzavion",675540,2023,24,41,95,404,16.6,7.4,0.274,0.464,0.326,0.339,9.2,1.6,45.2,20.8,48.9,31.8,34.1,25.6,8.5,R,1494,48.4,92.5,2102,-2.7,-13.6,18.7,1.2,36.1,85.1,2430,5.9,-36.1,6.7,1.9,3.9,87.7,1417,-11.4,-26,15,1.6,11.6,75.1,2477,9.5,-60.7,15.6,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ortiz, Luis",682847,2023,24,18,86.2,400,14.8,12,0.302,0.529,0.356,0.39,8.2,2.7,49.1,22.6,45.5,48.5,25.4,24.4,1.7,R,1461,25,96.2,2273,-11,-16.3,17.4,1.2,32.7,85.8,2429,4.7,-37.2,5.8,1.4,13.7,89.7,1626,-15.6,-28.5,16.8,1.4,,,,,,,,28.3,95.7,2212,-15.9,-23.3,17.3,1.1,0.3,92.6,2300,-4.6,-22.8,10.2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
